"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"2871","AN313","2012-06-12","0.66","1.485","0.465","3.194","ADC",NULL
"2872","AN314","2012-06-12","0.58","1.878","0.543","3.459","ADC",NULL
"2873","AN313","2012-06-14","0.61","1.07","0.386","2.773","ADC",NULL
"2874","AN314","2012-06-14","0.55","1.407","0.453","3.104","ADC",NULL
"2875","AN332","2012-06-14","0.59","3.485","0.495","7.038","ADC",NULL
"2876","AN441","2012-06-15","0.34","2.079","1.4","1.49","MOLINETE",NULL
"2877","AN313","2012-06-18","0.53","0.827","0.326","2.54","MOLINETE",NULL
"2878","AN314","2012-06-18","0.5","1.207","0.371","3.25","MOLINETE",NULL
"2879","AN313","2012-06-19","0.55","0.851","0.318","2.677","ADC",NULL
"2880","AN314","2012-06-19","0.53","1.192","0.394","3.023","ADC",NULL
"2881","AN332","2012-06-19","0.585","3.375","0.479","8.148","ADC",NULL
"2882","AN435","2012-06-19","0.585","3.375","0.48","8.148","ADC",NULL
"2883","AN313","2012-06-22","0.54","0.796","0.311","2.56","ADC",NULL
"2884","AN314","2012-06-22","0.51","1.211","0.122","9.931","ADC",NULL
"2885","900000","2012-06-22",NULL,"0.111",NULL,NULL,"MOLINETE",NULL
"2886","900001","2012-06-22",NULL,"0.023","0.121","0.186","MOLINETE",NULL
"2887","AN313","2012-06-25","0.53","0.672","0.279","2.411","ADC",NULL
"2888","AN314","2012-06-25","0.5","1.035","0.368","2.813","ADC",NULL
"2889","AN313","2012-06-29","0.46","0.546","0.214","2.555","ADC",NULL
"2890","AN314","2012-06-29","0.48","0.807","0.317","2.546","ADC",NULL
"2891","AN313","2012-07-16","0.39","0.338","0.664","0.509","MOLINETE",NULL
"2892","AN313","2012-07-31","0.35","0.363","0.766","0.474","MOLINETE",NULL
"2893","AN314","2012-07-31","0.28","0.428","1","0.427","MOLINETE",NULL
"2894","AN314","2012-08-01","0.23","0.406","0.967","0.42","MOLINETE",NULL
"2895","AN332","2012-08-01","0.41","1.173","0.396","2.96","MOLINETE",NULL
"2896","AN435","2012-08-01","0.41","1.173","0.396","2.96","MOLINETE",NULL
"2897","AN313","2012-08-03","0.29","0.248","0.57","0.435","MOLINETE",NULL
"2898","AN314","2012-08-03","0.28","0.391","0.887","0.44","MOLINETE",NULL
"2899","23087006","2012-08-20",NULL,"0.03",NULL,NULL,"MOLINETE",NULL
"2900","23092008","2012-08-20",NULL,"0.05",NULL,NULL,"MOLINETE",NULL
"2901","24081009","2012-08-20",NULL,"0.0008",NULL,NULL,"MOLINETE",NULL
"2902","24086011","2012-08-20",NULL,"5e-05",NULL,NULL,"MOLINETE",NULL
"2903","25081038","2012-08-20",NULL,"0.074","0.331","0.222","MOLINETE",NULL
"2904","25081051","2012-08-20",NULL,"0.008",NULL,NULL,"MOLINETE",NULL
"2905","25128005","2012-08-21",NULL,"0.05",NULL,NULL,"MOLINETE",NULL
"2906","26132301","2012-08-21",NULL,"0.0003",NULL,NULL,"MOLINETE",NULL
"2907","231030012","2012-08-21",NULL,"0.004",NULL,NULL,"MOLINETE",NULL
"2908","241020028","2012-08-21",NULL,"0.0002",NULL,NULL,"MOLINETE",NULL
"2909","241280001","2012-08-21",NULL,"0.005",NULL,NULL,"MOLINETE",NULL
"2910","25065028","2012-08-22",NULL,"0.001",NULL,NULL,"MOLINETE",NULL
"2911","25066021","2012-08-22",NULL,"0.0036",NULL,NULL,"MOLINETE",NULL
"2912","25066036","2012-08-22",NULL,"0.0056",NULL,NULL,"MOLINETE",NULL
"2913","25067016","2012-08-22",NULL,"0.002",NULL,NULL,"MOLINETE",NULL
"2914","25068010","2012-08-22",NULL,"0.02",NULL,NULL,"MOLINETE",NULL
"2915","25071025","2012-08-22",NULL,"0.0019",NULL,NULL,"MOLINETE",NULL
"2916","E001","2012-08-22",NULL,"0.01",NULL,NULL,"MOLINETE",NULL
"2917","E003","2012-08-22",NULL,"0.001",NULL,NULL,"MOLINETE",NULL
"2918","E004","2012-08-22",NULL,"0.0026",NULL,NULL,"MOLINETE",NULL
"2919","24064065","2012-08-23",NULL,"0.06",NULL,NULL,"MOLINETE",NULL
"2920","25056029","2012-08-23",NULL,"0.002",NULL,NULL,"MOLINETE",NULL
"2921","25062064","2012-08-23",NULL,"0.018",NULL,NULL,"MOLINETE",NULL
"2922","25066009","2012-08-23",NULL,"0.0007",NULL,NULL,"MOLINETE",NULL
"2923","25067996","2012-08-23",NULL,"0.088","0.431","0.203","MOLINETE",NULL
"2924","25067999","2012-08-23",NULL,"0.1","0.804","0.108","MOLINETE","SALINO Q=0.097"
"2925","25068001","2012-08-23",NULL,"0.03","0.403","0.07","MOLINETE",NULL
"2926","25068005","2012-08-23",NULL,"0.003",NULL,NULL,"MOLINETE",NULL
"2927","26061012","2012-08-23",NULL,"5e-05",NULL,NULL,"MOLINETE",NULL
"2928","250630001","2012-08-23",NULL,"0.01",NULL,NULL,"MOLINETE",NULL
"2929","E005","2012-08-23",NULL,"0.016","0.167","0.097","MOLINETE",NULL
"2930","AN314","2012-08-24","0.27","0.36","0.887","0.406","MOLINETE",NULL
"2931","AN322","2012-08-24","0.35","0.291","0.338","0.861","MOLINETE",NULL
"2932","AN332","2012-08-24","0.35","0.291","0.338","0.861","MOLINETE",NULL
"2933","AN313","2012-08-27","0.24","0.171","0.557","0.308","MOLINETE",NULL
"2934","AN314","2012-08-27","0.24","0.317","0.3838","0.378","MOLINETE",NULL
"2935","26085004","2012-08-27",NULL,"1e-05",NULL,NULL,"MOLINETE",NULL
"2936","26085005","2012-08-27",NULL,"1e-05",NULL,NULL,"MOLINETE",NULL
"2937","26097032","2012-08-27",NULL,"0.043","0.337","0.128","MOLINETE",NULL
"2938","26097033","2012-08-27",NULL,"0.003",NULL,NULL,"MOLINETE",NULL
"2939","27074002","2012-08-27",NULL,"0.007",NULL,NULL,"MOLINETE",NULL
"2940","27083009","2012-08-27",NULL,"1e-05",NULL,NULL,"MOLINETE",NULL
"2941","24067036","2012-08-29",NULL,"0.052",NULL,NULL,"MOLINETE",NULL
"2942","24067037","2012-08-29",NULL,"0.0001",NULL,NULL,"MOLINETE",NULL
"2943","24068038","2012-08-29",NULL,"0.0011",NULL,NULL,"MOLINETE",NULL
"2944","24073004","2012-08-29",NULL,"0.002","0.167","0.014","MOLINETE",NULL
"2945","24074012","2012-08-29",NULL,"0.028","0.627","0.045","MOLINETE",NULL
"2946","24074015","2012-08-29",NULL,"2e-05",NULL,NULL,"MOLINETE",NULL
"2947","26078002","2012-08-30",NULL,"0.001",NULL,NULL,"MOLINETE",NULL
"2948","26078008","2012-08-30",NULL,"0.01","0.25","0.04","MOLINETE",NULL
"2949","27075012","2012-08-30",NULL,"0.002","0.25","0.08","MOLINETE",NULL
"2950","27086007","2012-08-30",NULL,"0.002","0.5","0.0036","MOLINETE",NULL
"2951","AN322","2012-08-31","0.41","0.362","0.275","1.32","MOLINETE",NULL
"2952","AN311","2012-09-20","0.18","0.259","0.163","0.895","ADC",NULL
"2953","AN313","2012-09-20","0.24","0.18","0.669","0.269","ADC",NULL
"2954","AN314","2012-09-20","0.28","0.385","1.1","0.35","ADC",NULL
"2955","900000","2012-09-20",NULL,"0.069","0.338","0.204","ADC",NULL
"2956","900001","2012-09-20",NULL,"0.011","0.107","0.1","MOLINETE",NULL
"2957","23094002","2012-09-20",NULL,"0.005",NULL,NULL,"MOLINETE",NULL
"2958","25128020","2012-09-25",NULL,"0.027","0.686","0.039","MOLINETE",NULL
"2959","AN313","2012-09-28","0.25","0.16","0.67","0.24","ADC",NULL
"2960","AN314","2012-09-28","0.3","0.41","1.027","0.399","ADC",NULL
"2961","AN332","2012-09-28","0.42","0.931","0.31","3","MOLINETE",NULL
"2962","AN435","2012-10-05","0.49","0.34","0.793","0.428","MOLINETE",NULL
"2963","AN435","2012-10-11","0.49","0.384","0.892","0.43","MOLINETE",NULL
"2964","AN439","2012-10-11","0.12","0.375","0.087","4.31","MOLINETE",NULL
"2965","AN442","2012-10-11","0.59","1.12","0.703","1.59","MOLINETE",NULL
"2966","AN322","2012-10-17","0.39","0.233","0.37","0.629","MOLINETE",NULL
"2967","AN533","2012-10-19","0.51","7.083","0.486","11.45","ULTRASONICO",NULL
"2968","25128020","2012-10-23",NULL,"0.045","0.836","0.054","MOLINETE",NULL
"2969","900000","2012-11-23",NULL,"0.056",NULL,NULL,"MOLINETE",NULL
"2970","900001","2012-11-23",NULL,"0.011","0.216","0.049","MOLINETE",NULL
"2971","900002","2012-11-23",NULL,"0.019","0.162","0.116","MOLINETE",NULL
"2972","900000","2012-12-22",NULL,"0.107",NULL,NULL,"MOLINETE",NULL
"2973","900001","2012-12-22",NULL,"0.013","0.456","0.028","MOLINETE",NULL
"2974","900002","2012-12-22",NULL,"0.035","0.345","0.102","MOLINETE",NULL
"2975","AN943","2013-01-11","0.27","0.19","0.981","0.193","MOLINETE",NULL
"2976","900001","2013-01-18",NULL,"0.039","0.575","0.067","MOLINETE",NULL
"2977","900002","2013-01-18",NULL,"0.124","0.456","0.271","MOLINETE",NULL
"2978","AN533","2013-01-31","0.42","3.303","0.401","8.23","MOLINETE",NULL
"2979","25128020","2013-02-05",NULL,"0.037","0.704","0.053","MOLINETE",NULL
"2980","AN520","2013-02-18","0.67","3.418","1.2","2.84","MOLINETE",NULL
"2981","AN530","2013-02-18","0.5","6.038","1.47","4.12","MOLINETE",NULL
"2982","AN520","2013-02-19","0.69","3.838","1.34","2.85","MOLINETE",NULL
"2983","AN201","2013-02-20","0.84","0.429","0.192","2.23","MOLINETE",NULL
"2984","AN331","2013-02-20","0.49","0.887","1.76","1.07","MOLINETE",NULL
"2985","900001","2013-02-20",NULL,"0.06","0.406","0.148","MOLINETE",NULL
"2986","900002","2013-02-20",NULL,"0.294","1.04","0.283","MOLINETE",NULL
"2987","AN943","2013-02-21","0.58","2.178","1.02","2.13","MOLINETE",NULL
"2988","AN331","2013-02-22","0.47","1.698","1.61","1.06","MOLINETE",NULL
"2989","AN520","2013-02-28","0.51","0.925","0.342","2.71","MOLINETE",NULL
"2990","AN530","2013-02-28","0.42","1.508","0.927","1.63","MOLINETE",NULL
"2991","AN520","2013-03-01","0.51","0.925","0.342","2.71","MOLINETE",NULL
"2992","AN530","2013-03-01","0.42","1.508","0.927","1.63","MOLINETE",NULL
"2993","25128020","2013-03-05",NULL,"0.037","0.712","0.052","MOLINETE",NULL
"2994","AN4311","2013-03-11","0.23","3.681","0.801","4.6","MOLINETE",NULL
"2995","AN4311","2013-03-12","0.34","6.773","1.16","5.84","MOLINETE",NULL
"2996","AN4311","2013-03-13","0.33","6.424","1.19","5.41","MOLINETE",NULL
"2997","900001","2013-03-13",NULL,"0.057","0.58","0.098","MOLINETE",NULL
"2998","900002","2013-03-13",NULL,"0.278","0.763","0.365","MOLINETE",NULL
"2999","AN4311","2013-03-19","0.31","5.509","1.01","5.43","MOLINETE",NULL
"3000","AN4311","2013-03-20","0.3","5.448","1.02","5.34","MOLINETE",NULL
"3001","AN4311","2013-03-21","0.28","4.973","0.998","4.98","MOLINETE",NULL
"3002","AN943","2013-03-21","0.56","1.524","0.891","1.71","MOLINETE",NULL
"3003","AN4311","2013-03-22","0.26","4.409","0.946","4.66","MOLINETE",NULL
"3004","AN4311","2013-03-26","0.3","5.078","0.957","5.31","MOLINETE",NULL
"3005","AN4311","2013-03-27","0.29","4.863","0.985","4.94","MOLINETE",NULL
"3006","25128020","2013-04-02",NULL,"0.022","0.595","0.038","MOLINETE",NULL
"3007","AN543","2013-04-10","0.21","0.381","0.538","0.709","MOLINETE",NULL
"3008","AN520","2013-04-11","0.59","2.056","1.02","2.01","MOLINETE",NULL
"3009","AN520","2013-04-12","0.59","2.056","1.02","2.01","MOLINETE",NULL
"3010","AN540","2013-04-15","0.52","2.751","0.829","3.32","MOLINETE",NULL
"3011","AN435","2013-04-16","0.91","4.574","0.604","7.573","MOLINETE",NULL
"3012","AN439","2013-04-16","0.42","5.542","0.591","9.376","MOLINETE",NULL
"3013","AN435","2013-04-17","0.9","3.687","0.534","6.9","MOLINETE",NULL
"3014","AN435","2013-04-18","0.86","3.638","0.532","6.831","MOLINETE",NULL
"3015","AN439","2013-04-18","0.38","4.703","0.545","8.63","MOLINETE",NULL
"3016","AN943","2013-04-19","0.43","0.435","0.34","1.278","MOLINETE",NULL
"3017","AN201","2013-04-22","0.78","0.203","0.159","1.28","MOLINETE",NULL
"3018","AN313","2013-04-23","0.81","6.046","0.918","6.589","MOLINETE",NULL
"3019","AN314","2013-04-23","0.81","7.942","0.716","11.091","MOLINETE",NULL
"3020","AN313","2013-04-24","0.8","5.662","0.818","6.926","MOLINETE",NULL
"3021","AN314","2013-04-24","0.8","7.663","0.709","10.807","MOLINETE",NULL
"3022","AN313","2013-04-30","0.83","7.616","0.975","7.813","MOLINETE",NULL
"3023","AN314","2013-04-30","0.84","9.02","0.769","11.727","MOLINETE",NULL
"3024","AN313","2013-05-02","0.82","7.146","0.921","7.762","MOLINETE",NULL
"3025","AN314","2013-05-02","0.83","8.505","0.742","11.47","MOLINETE",NULL
"3026","25128005","2013-05-07",NULL,"0.039","1.15","0.033","MOLINETE",NULL
"3027","25128020","2013-05-07",NULL,"0.032","0.699","0.046","MOLINETE",NULL
"3028","26131008","2013-05-07",NULL,"0.015","0.322","0.048","MOLINETE",NULL
"3029","231030012","2013-05-07",NULL,"0.003",NULL,NULL,"MANUAL",NULL
"3030","241020028","2013-05-07",NULL,"0.0015",NULL,NULL,"MANUAL",NULL
"3031","241280001","2013-05-07",NULL,"0.013","0.354","0.036","MOLINETE",NULL
"3032","AN313","2013-05-09","0.77","4.757","0.739","6.439","MOLINETE",NULL
"3033","AN314","2013-05-09","0.79","6.344","0.623","10.179","MOLINETE",NULL
"3034","24081009","2013-05-17",NULL,"0.685","0.767","0.87","MOLINETE",NULL
"3035","24086011","2013-05-17",NULL,"0.045","0.955","0.043","MOLINETE",NULL
"3036","23087006","2013-05-20",NULL,"0.477","0.469","1.02","MOLINETE",NULL
"3037","23092008","2013-05-20",NULL,"0.241","2.96","0.081","MOLINETE",NULL
"3038","23094002","2013-05-20",NULL,"0.092","0.722","0.127","MOLINETE",NULL
"3039","24078025","2013-05-20",NULL,"7.12",NULL,NULL,"MANUAL",NULL
"3040","25081038","2013-05-20",NULL,"0.438","0.834","0.525","MOLINETE",NULL
"3041","25081039","2013-05-20",NULL,"0.631","2.22","0.283","MOLINETE",NULL
"3042","25081051","2013-05-20",NULL,"0.02",NULL,NULL,"MANUAL",NULL
"3043","25065028","2013-05-22",NULL,"0.05","0.479","0.104","MOLINETE",NULL
"3044","25066021","2013-05-22",NULL,"0.044","0.247","0.18","MOLINETE",NULL
"3045","25066036","2013-05-22",NULL,"0.006",NULL,NULL,"MANUAL",NULL
"3046","25067016","2013-05-22",NULL,"0.15",NULL,NULL,"MANUAL",NULL
"3047","25068010","2013-05-22",NULL,"0.003","0.222","0.014","MOLINETE",NULL
"3048","25071025","2013-05-22",NULL,"0.125","1.18","0.106","MOLINETE",NULL
"3049","25073014","2013-05-22",NULL,"0.022","0.276","0.079","MOLINETE",NULL
"3050","E001","2013-05-22",NULL,"0.005","0.243","0.021","MOLINETE",NULL
"3051","E002","2013-05-22",NULL,"0.116","0.567","0.205","MOLINETE",NULL
"3052","E003","2013-05-22",NULL,"0.006","0.395","0.015","MOLINETE",NULL
"3053","E004","2013-05-22",NULL,"0.036","0.663","0.054","MOLINETE",NULL
"3054","25128020","2013-06-04",NULL,"0.041","0.735","0.056","MOLINETE",NULL
"3055","26131008","2013-06-04",NULL,"0.019","0.321","0.058","MOLINETE",NULL
"3056","23074005","2013-06-05",NULL,"0.062","0.66","0.093","MOLINETE",NULL
"3057","24067036","2013-06-05",NULL,"0.125","0.294","0.392","MOLINETE",NULL
"3058","24067037","2013-06-05",NULL,"0.026",NULL,NULL,NULL,NULL
"3059","24068038","2013-06-05",NULL,"0.155","0.423","0.368","MOLINETE",NULL
"3060","24073004","2013-06-05",NULL,"0.124","0.503","0.246","MOLINETE",NULL
"3061","24074005","2013-06-05",NULL,"0.3",NULL,NULL,NULL,NULL
"3062","24074012","2013-06-05",NULL,"0.629","1.39","0.453","MOLINETE",NULL
"3063","24074015","2013-06-05",NULL,"0.04",NULL,NULL,NULL,NULL
"3064","24076013","2013-06-05",NULL,"0.037",NULL,NULL,NULL,NULL
"3065","26085004","2013-06-06",NULL,"0.025",NULL,NULL,NULL,NULL
"3066","26085005","2013-06-06",NULL,"0.018","0.142","0.126","MOLINETE",NULL
"3067","26091004","2013-06-06",NULL,"0.015",NULL,NULL,NULL,NULL
"3068","26097033","2013-06-06",NULL,"0.007",NULL,NULL,NULL,NULL
"3069","27074002","2013-06-06",NULL,"0.06",NULL,NULL,NULL,NULL
"3070","27083009","2013-06-06",NULL,"0.03",NULL,NULL,NULL,NULL
"3071","26074006","2013-06-07",NULL,"0.016",NULL,NULL,NULL,NULL
"3072","26078002","2013-06-07",NULL,"0.11",NULL,NULL,NULL,NULL
"3073","26078008","2013-06-07",NULL,"0.2",NULL,NULL,NULL,NULL
"3074","27075012","2013-06-07",NULL,"0.13",NULL,NULL,NULL,NULL
"3075","27086007","2013-06-07",NULL,"0.09",NULL,NULL,NULL,NULL
"3076","AN442","2013-08-12","1.05","1.457","0.45833334","0.72","ADC",NULL
"3077","AN442","2013-08-13","0.585","1.05","0.72","1.457","ADC",NULL
"3078","AN313","2013-08-30","0.58","0.835","0.212","3.94","MOLINETE",NULL
"3079","AN314","2013-08-30","0.58","2.039","0.302","6.75","MOLINETE",NULL
"3080","900000","2013-09-13",NULL,"0.103",NULL,NULL,"MOLINETE",NULL
"3081","900001","2013-09-13",NULL,"0.025","0.307","0.083","MOLINETE",NULL
"3082","900002","2013-09-13",NULL,"0.162","0.549","0.295","MOLINETE",NULL
"3083","AN313","2013-10-04","0.59","0.86","0.22","3.9","MOLINETE",NULL
"3084","AN314","2013-10-04","0.57","1.655","0.229","7.22","MOLINETE",NULL
"3085","AN313","2013-10-18","0.42","0.343","0.103","3.33","MOLINETE",NULL
"3086","AN314","2013-10-18","0.55","0.963","0.139","6.95","MOLINETE",NULL
"3087","900000","2013-10-21",NULL,"0.274",NULL,NULL,"MOLINETE","DIFERENCIAL"
"3088","900001","2013-10-21",NULL,"0.038",NULL,NULL,"MOLINETE",NULL
"3089","900002","2013-10-21",NULL,"0.093",NULL,NULL,"MOLINETE",NULL
"3090","900003","2013-10-21",NULL,"0.031",NULL,NULL,"MOLINETE",NULL
"3091","25128020","2013-10-22",NULL,"0.049","0.839","0.058","MOLINETE",NULL
"3092","26131008","2013-10-22",NULL,"0.047","0.668","0.07","MOLINETE",NULL
"3093","AN532","2013-11-07","0.34","0.375","0.248","1.51","MOLINETE",NULL
"3094","900000","2013-11-18",NULL,"0.072",NULL,NULL,"MOLINETE","DIFERENCIAL"
"3095","900001","2013-11-18",NULL,"0.023","0.528","0.043","MOLINETE",NULL
"3096","900002","2013-11-18",NULL,"0.06","0.308","0.192","MOLINETE",NULL
"3097","AN313","2013-11-27","0.76","5.562","0.847","6.567","ADC",NULL
"3098","AN314","2013-11-27","0.76","6.163","0.658","9.371","ADC",NULL
"3099","AN530","2013-12-05","0.36","0.95",NULL,NULL,"ADC",NULL
"3100","AN531","2013-12-05","0.98","1.513","0.49","3.103","ADC",NULL
"3101","AN532","2013-12-05","0.41","0.844","0.442","1.911","ADC",NULL
"3102","AN943","2013-12-11","0.25","0.119","0.959","0.124","ADC",NULL
"3103","AN311","2013-12-12","0.44","1.449","0.535","2.708","ADC",NULL
"3104","AN313","2013-12-12","0.65","2.136","0.454","4.707","ADC",NULL
"3105","AN314","2013-12-12","0.64","2.753","0.38","7.243","ADC",NULL
"3106","AN331","2013-12-12","0.21","0.155","0.148","1.049","ADC",NULL
"3107","AN313","2013-12-16","0.64","1.881","0.342","5.5","MOLINETE",NULL
"3108","AN314","2013-12-16","0.62","2.3","0.36","6.38","MOLINETE",NULL
"3109","AN331","2013-12-16","0.2","0.165","0.916","0.18","MOLINETE",NULL
"3110","AN331","2013-12-18","0.2","0.167","0.978","0.171","MOLINETE",NULL
"3111","900000","2013-12-18",NULL,"0.36",NULL,NULL,"MOLINETE","DIFERENCIAL"
"3112","900001","2013-12-18",NULL,"0.044","0.193","0.227","MOLINETE",NULL
"3113","900002","2013-12-18",NULL,"0.093","0.286","0.325","MOLINETE",NULL
"3114","900003","2013-12-18",NULL,"0.012","0.169","0.073","MOLINETE",NULL
"3115","AN530","2013-12-19","0.27","0.404","0.156","2.59","MOLINETE",NULL
"3116","AN531","2013-12-19","0.85","0.556","0.346","1.61","MOLINETE",NULL
"3117","AN532","2013-12-19","0.32","0.269","0.352","0.765","MOLINETE",NULL
"3118","AN531","2014-01-06","1.04","2.357","0.551","4.28","MOLINETE",NULL
"3119","AN313","2014-01-15","0.71","3.24","0.568","5.71","MOLINETE",NULL
"3120","AN314","2014-01-15","0.69","3.913","0.468","8.36","MOLINETE",NULL
"3121","AN531","2014-01-16","1.04","2.357","0.551","4.28","MOLINETE",NULL
"3122","AN532","2014-01-16","0.39","0.691","0.552","1.25","MOLINETE",NULL
"3123","AN313","2014-01-17","0.71","3.193","0.545","5.86","MOLINETE",NULL
"3124","AN314","2014-01-17","0.69","3.707","0.466","7.95","MOLINETE",NULL
"3125","AN439","2014-01-17","0.38","5.538","0.59","9.39","MOLINETE",NULL
"3126","AN540","2014-01-24","0.42","1.81","0.4","4.53","MOLINETE",NULL
"3127","AN543","2014-01-24","0.28","0.493","0.139","3.54","MOLINETE",NULL
"3128","AN201","2014-01-27","0.88","0.306","0.382","0.802","MOLINETE","malo"
"3129","AN200","2014-01-29","0.86","0.232","0.479","0.484","MOLINETE",NULL
"3130","AN201","2014-01-29","0.8","0.247","0.511","0.483","MOLINETE",NULL
"3131","AN532","2014-01-29","0.5","1.711","0.813","2.1","MOLINETE",NULL
"3132","900000","2014-01-29",NULL,"0.188",NULL,NULL,"MOLINETE","DIFERENCIAL"
"3133","900001","2014-01-29",NULL,"0.029","0.264","0.11","MOLINETE",NULL
"3134","900002","2014-01-29",NULL,"0.113","0.324","0.348","MOLINETE",NULL
"3135","AN532","2014-01-30","0.5","1.711","0.813","2.1","MOLINETE",NULL
"3136","AN943","2014-01-31","0.67","4.11","0.98","4.19","MOLINETE",NULL
"3137","AN540","2014-02-03","0.42","2.118","0.401","5.28","MOLINETE",NULL
"3138","AN543","2014-02-03","0.24","0.4","0.13","3.08","MOLINETE",NULL
"3139","25128020","2014-02-04",NULL,"0.037","0.714","0.052","MOLINETE",NULL
"3140","26131008","2014-02-04",NULL,"0.021","0.753","0.027","MOLINETE",NULL
"3141","900000","2014-02-05",NULL,"0.137",NULL,NULL,"MOLINETE","DIFERENCIAL"
"3142","900001","2014-02-05",NULL,"0.032","0.283","0.114","MOLINETE",NULL
"3143","900002","2014-02-05",NULL,"0.112","0.337","0.332","MOLINETE",NULL
"3144","AN943","2014-02-06","0.56","1.984","0.663","2.99","MOLINETE",NULL
"3145","AN532","2014-02-12","0.48","1.196","0.67","1.79","MOLINETE",NULL
"3146","AN313","2014-02-19","0.79","6.12","0.907","6.75","MOLINETE",NULL
"3147","AN314","2014-02-19","0.77","5.346","0.643","8.32","MOLINETE",NULL
"3148","AN943","2014-02-20","0.49","1.058","0.582","1.82","MOLINETE",NULL
"3149","AN313","2014-02-21","0.78","4.975","0.762","6.53","MOLINETE",NULL
"3150","AN314","2014-02-21","0.76","5.379","0.606","8.87","MOLINETE",NULL
"3151","AN439","2014-02-21","0.49","7.031","0.65","10.81","MOLINETE",NULL
"3152","AN313","2014-02-27","0.76","3.718","0.613","6.07","MOLINETE",NULL
